file,num_qubits,num_gates,num_cx,num_measure,num_u1,num_u2,num_u3,depth
instructions_T26_idx279_x0_0_x1_8_x5_1.qasm,944,72424,35310,132,34482,1736,764,16390
instructions_T26_idx280_x0_0_x1_7_x2_3.qasm,580,55381,27221,66,26697,1044,353,16722
instructions_T26_idx281_x0_0_x1_7_x2_1_x4_1.qasm,2302,161542,78415,330,76448,4344,2005,19328
instructions_T26_idx282_x0_0_x1_7_x3_2.qasm,682,58345,28569,88,27963,1236,489,15605
instructions_T26_idx283_x0_0_x1_7_x6_1.qasm,1076,78257,38073,154,37141,1988,901,15238
instructions_T26_idx284_x0_0_x1_6_x2_2_x3_1.qasm,1882,138822,67520,264,65906,3540,1592,17041
instructions_T26_idx285_x0_0_x1_6_x2_1_x5_1.qasm,2738,184480,89394,396,87092,5180,2418,18575
instructions_T26_idx286_x0_0_x1_6_x3_1_x4_1.qasm,3062,206781,100204,440,97639,5804,2694,20931
instructions_T26_idx287_x0_0_x1_6_x7_1.qasm,1212,84142,40856,176,39824,2248,1038,14088
instructions_T26_idx288_x0_0_x1_5_x2_4.qasm,584,55436,27245,66,26720,1052,353,15158
instructions_T26_idx289_x0_0_x1_5_x2_2_x4_1.qasm,2306,161599,78439,330,76473,4352,2005,16284
instructions_T26_idx290_x0_0_x1_5_x2_1_x3_2.qasm,1954,147159,71645,264,69971,3684,1595,17014
instructions_T26_idx291_x0_0_x1_5_x2_1_x6_1.qasm,3186,207587,100451,462,97803,6040,2831,17824
instructions_T26_idx292_x0_0_x1_5_x3_1_x5_1.qasm,3658,238392,115349,528,112322,6948,3245,20558
instructions_T26_idx293_x0_0_x1_5_x4_2.qasm,792,61426,29967,110,29280,1444,625,12925
instructions_T26_idx294_x0_0_x1_5_x8_1.qasm,1352,90083,43665,198,42529,2516,1175,12939
instructions_T26_idx295_x0_0_x1_4_x2_3_x3_1.qasm,1886,138878,67544,264,65930,3548,1592,14819
instructions_T26_idx296_x0_0_x1_4_x2_2_x5_1.qasm,2742,184536,89418,396,87116,5188,2418,15531
instructions_T26_idx297_x0_0_x1_4_x2_1_x3_1_x4_1.qasm,9476,602698,291304,1320,283710,18152,8212,31065
instructions_T26_idx298_x0_0_x1_4_x2_1_x7_1.qasm,3646,230862,111580,528,108586,6924,3244,17073
instructions_T26_idx299_x0_0_x1_4_x3_3.qasm,672,55763,27278,88,26693,1216,488,12514
instructions_T26_idx300_x0_0_x1_4_x3_1_x6_1.qasm,4270,270221,130590,616,127095,8124,3796,20185
instructions_T26_idx301_x0_0_x1_4_x4_1_x5_1.qasm,4604,292664,141456,660,137708,8768,4072,22550
instructions_T26_idx302_x0_0_x1_4_x9_1.qasm,1496,96084,46498,220,45262,2792,1312,11790
instructions_T26_idx303_x0_0_x1_3_x2_5.qasm,588,55493,27269,66,26745,1060,353,13594
instructions_T26_idx304_x0_0_x1_3_x2_3_x4_1.qasm,2310,161655,78463,330,76497,4360,2005,13707
instructions_T26_idx305_x0_0_x1_3_x2_2_x3_2.qasm,1958,147215,71669,264,69995,3692,1595,13970
instructions_T26_idx306_x0_0_x1_3_x2_2_x6_1.qasm,3190,207643,100475,462,97827,6048,2831,14780
instructions_T26_idx307_x0_0_x1_3_x2_1_x3_1_x5_1.qasm,11376,704009,339897,1584,330853,21808,9867,31932
instructions_T26_idx308_x0_0_x1_3_x2_1_x4_2.qasm,2368,167353,81273,330,79267,4476,2007,14730
instructions_T26_idx309_x0_0_x1_3_x2_1_x8_1.qasm,4118,254304,122787,594,119434,7832,3657,16324
instructions_T26_idx310_x0_0_x1_3_x3_2_x4_1.qasm,3052,204198,98913,440,96368,5784,2693,16360
instructions_T26_idx311_x0_0_x1_3_x3_1_x7_1.qasm,4898,302282,145935,704,141964,9332,4347,19815
instructions_T26_idx312_x0_0_x1_3_x4_1_x6_1.qasm,5384,333282,160915,770,156568,10268,4761,22559
instructions_T26_idx313_x0_0_x1_3_x5_2.qasm,906,64563,31389,132,30621,1660,761,10245
instructions_T26_idx314_x0_0_x1_3_x10_1.qasm,1644,102140,49357,242,48016,3076,1449,10642
instructions_T26_idx315_x0_0_x1_2_x2_4_x3_1.qasm,1890,138934,67568,264,65954,3556,1592,13255
instructions_T26_idx316_x0_0_x1_2_x2_3_x5_1.qasm,2746,184591,89442,396,87139,5196,2418,12597
instructions_T26_idx317_x0_0_x1_2_x2_2_x3_1_x4_1.qasm,9480,602754,291328,1320,283734,18160,8212,28021
instructions_T26_idx318_x0_0_x1_2_x2_2_x7_1.qasm,3650,230918,111604,528,108610,6932,3244,14029
instructions_T26_idx319_x0_0_x1_2_x2_1_x3_3.qasm,2030,155551,75794,264,74059,3836,1598,13943
instructions_T26_idx320_x0_0_x1_2_x2_1_x3_1_x6_1.qasm,13324,805950,388754,1848,378266,25560,11522,32793
instructions_T26_idx321_x0_0_x1_2_x2_1_x4_1_x5_1.qasm,14376,873964,421634,1980,410408,27592,12350,37567
instructions_T26_idx322_x0_0_x1_2_x2_1_x9_1.qasm,4602,277922,134060,660,130368,8764,4070,15573
instructions_T26_idx323_x0_0_x1_2_x3_2_x5_1.qasm,3648,235809,114058,528,111051,6928,3244,15987
instructions_T26_idx324_x0_0_x1_2_x3_1_x4_2.qasm,3176,218149,105812,440,103167,6032,2698,16343
instructions_T26_idx325_x0_0_x1_2_x3_1_x8_1.qasm,5542,334551,161368,792,156921,10572,4898,19442
instructions_T26_idx326_x0_0_x1_2_x4_1_x7_1.qasm,6184,374169,180484,880,175547,11808,5450,22564
instructions_T26_idx327_x0_0_x1_2_x5_1_x6_1.qasm,6528,396756,191412,924,186222,12472,5726,24933
instructions_T26_idx328_x0_0_x1_2_x11_1.qasm,1796,108250,52238,264,50794,3368,1586,9493
instructions_T26_idx329_x0_0_x1_1_x2_6.qasm,592,55549,27293,66,26769,1068,353,12030
instructions_T26_idx330_x0_0_x1_1_x2_4_x4_1.qasm,2314,161711,78487,330,76521,4368,2005,12143
instructions_T26_idx331_x0_0_x1_1_x2_3_x3_2.qasm,1962,147271,71693,264,70019,3700,1595,11748
instructions_T26_idx332_x0_0_x1_1_x2_3_x6_1.qasm,3194,207699,100499,462,97851,6056,2831,11736
instructions_T26_idx333_x0_0_x1_1_x2_2_x3_1_x5_1.qasm,11380,704065,339921,1584,330877,21816,9867,28888
instructions_T26_idx334_x0_0_x1_1_x2_2_x4_2.qasm,2372,167409,81297,330,79291,4484,2007,11686
instructions_T26_idx335_x0_0_x1_1_x2_2_x8_1.qasm,4122,254361,122811,594,119459,7840,3657,13280
instructions_T26_idx336_x0_0_x1_1_x2_1_x3_2_x4_1.qasm,9552,611091,295453,1320,287799,18304,8215,26514
instructions_T26_idx337_x0_0_x1_1_x2_1_x3_1_x7_1.qasm,15320,908587,437923,2112,425967,29408,13177,33660
instructions_T26_idx338_x0_0_x1_1_x2_1_x4_1_x6_1.qasm,16848,1002549,483265,2310,470199,32356,14419,39212
instructions_T26_idx339_x0_0_x1_1_x2_1_x5_2.qasm,2794,187707,90961,396,88639,5292,2419,12450
instructions_T26_idx340_x0_0_x1_1_x2_1_x10_1.qasm,5098,301703,145411,726,141363,9720,4483,14824
instructions_T26_idx341_x0_0_x1_1_x3_4.qasm,662,53180,25987,88,25422,1196,487,9423
instructions_T26_idx342_x0_0_x1_1_x3_2_x6_1.qasm,4260,267638,129299,616,125824,8104,3795,15614
instructions_T26_idx343_x0_0_x1_1_x3_1_x4_1_x5_1.qasm,19444,1164794,561661,2640,546636,37368,16489,51844
instructions_T26_idx344_x0_0_x1_1_x3_1_x9_1.qasm,6202,367068,176905,880,171990,11844,5449,19072
instructions_T26_idx345_x0_0_x1_1_x4_3.qasm,768,56204,27361,110,26714,1396,623,8307
instructions_T26_idx346_x0_0_x1_1_x4_1_x8_1.qasm,7004,415336,200183,990,194636,13388,6139,22573
instructions_T26_idx347_x0_0_x1_1_x5_1_x7_1.qasm,7504,446545,215249,1056,209335,14352,6553,25321
instructions_T26_idx348_x0_0_x1_1_x6_2.qasm,1024,67757,32837,154,31985,1884,897,7566
instructions_T26_idx349_x0_0_x1_1_x12_1.qasm,1952,114421,55145,286,53599,3668,1723,8345
instructions_T26_idx350_x0_0_x2_5_x3_1.qasm,908,67046,32632,132,31857,1664,761,10698
instructions_T26_idx351_x0_0_x2_4_x5_1.qasm,1325,89724,43506,198,42384,2462,1174,9927
instructions_T26_idx352_x0_0_x2_3_x3_1_x4_1.qasm,4597,297472,143876,660,140111,8754,4071,22905
instructions_T26_idx353_x0_0_x2_3_x7_1.qasm,1766,112730,54518,264,53053,3308,1587,9763
instructions_T26_idx354_x0_0_x2_2_x3_3.qasm,975,75313,36727,132,35892,1798,764,9875
instructions_T26_idx355_x0_0_x2_2_x3_1_x6_1.qasm,6472,398412,192307,924,187095,12360,5726,27207
instructions_T26_idx356_x0_0_x2_2_x4_1_x5_1.qasm,6983,432220,208669,990,203075,13346,6140,31839
instructions_T26_idx357_x0_0_x2_2_x9_1.qasm,2231,136078,65680,330,63866,4202,2000,11197
instructions_T26_idx358_x0_0_x2_1_x3_2_x5_1.qasm,5556,351906,170061,792,165553,10600,4900,25053
instructions_T26_idx359_x0_0_x2_1_x3_1_x4_2.qasm,4838,325276,157632,660,153667,9236,4081,24385
instructions_T26_idx360_x0_0_x2_1_x3_1_x8_1.qasm,8443,500675,241314,1188,234634,16158,7381,31509
instructions_T26_idx361_x0_0_x2_1_x4_1_x7_1.qasm,9424,560357,270099,1320,262681,18048,8209,37575
instructions_T26_idx362_x0_0_x2_1_x5_1_x6_1.qasm,9950,594366,286539,1386,278754,19064,8623,42203
instructions_T26_idx363_x0_0_x2_1_x11_1.qasm,2720,159759,76986,396,74820,5144,2413,12631
instructions_T26_idx364_x0_0_x3_3_x4_1.qasm,1467,98151,47558,220,46328,2734,1311,10635
instructions_T26_idx365_x0_0_x3_2_x7_1.qasm,2367,146863,70923,352,68988,4462,2138,13854
instructions_T26_idx366_x0_0_x3_1_x4_1_x6_1.qasm,11084,662583,319438,1540,310768,21248,9589,51279
instructions_T26_idx367_x0_0_x3_1_x5_2.qasm,1818,120802,58522,264,57015,3412,1589,13186
instructions_T26_idx368_x0_0_x3_1_x10_1.qasm,3339,196589,94732,484,92074,6334,2965,17082
instructions_T26_idx369_x0_0_x4_2_x5_1.qasm,2216,140784,68051,330,66231,4172,2000,15090
instructions_T26_idx370_x0_0_x4_1_x9_1.qasm,3809,224913,108388,550,105358,7238,3379,20826
instructions_T26_idx371_x0_0_x5_1_x8_1.qasm,4130,244713,117947,594,114661,7856,3655,23863
instructions_T26_idx372_x0_0_x6_1_x7_1.qasm,4302,256013,123412,616,120004,8188,3793,26186
instructions_T26_idx373_x0_0_x13_1.qasm,1020,57915,27891,154,27099,1876,895,6226
instructions_T28_idx001_x0_28.qasm,496,43052,20608,16,20121,1680,627,3485
instructions_T28_idx002_x0_26_x1_1.qasm,536,46709,22427,22,21901,1708,651,4998
instructions_T28_idx003_x0_24_x1_2.qasm,520,46302,22282,22,21772,1620,606,6286
instructions_T28_idx004_x0_24_x2_1.qasm,568,47743,22938,33,22388,1710,674,5109
instructions_T28_idx005_x0_22_x1_3.qasm,504,45895,22137,22,21643,1532,561,7575
instructions_T28_idx006_x0_22_x1_1_x2_1.qasm,764,62401,30095,66,29377,2028,835,7140
instructions_T28_idx007_x0_22_x3_1.qasm,602,48806,23462,44,22887,1716,697,5221
instructions_T28_idx008_x0_20_x1_4.qasm,488,45488,21992,22,21514,1444,516,8864
instructions_T28_idx009_x0_20_x1_2_x2_1.qasm,748,61994,29950,66,29248,1940,790,8429
instructions_T28_idx010_x0_20_x1_1_x3_1.qasm,868,67654,32637,88,31834,2168,927,7275
instructions_T28_idx011_x0_20_x2_2.qasm,521,44276,21327,33,20829,1504,583,6113
instructions_T28_idx012_x0_20_x4_1.qasm,638,49896,23997,55,23398,1726,720,5336
instructions_T28_idx013_x0_18_x1_5.qasm,472,45081,21847,22,21385,1356,471,10153
instructions_T28_idx014_x0_18_x1_3_x2_1.qasm,732,61587,29805,66,29119,1852,745,9718
instructions_T28_idx015_x0_18_x1_2_x3_1.qasm,852,67247,32492,88,31705,2080,882,8564
instructions_T28_idx016_x0_18_x1_1_x2_2.qasm,736,61643,29829,66,29143,1860,745,8154
instructions_T28_idx017_x0_18_x1_1_x4_1.qasm,976,72966,35205,110,34316,2316,1019,7411
instructions_T28_idx018_x0_18_x2_1_x3_1.qasm,1128,83977,40548,132,39532,2608,1157,8999
instructions_T28_idx019_x0_18_x5_1.qasm,676,51015,24545,66,23921,1740,743,5452
instructions_T28_idx020_x0_16_x1_6.qasm,456,44674,21702,22,21256,1268,426,11442
instructions_T28_idx021_x0_16_x1_4_x2_1.qasm,716,61180,29660,66,28990,1764,700,11007
instructions_T28_idx022_x0_16_x1_3_x3_1.qasm,836,66840,32347,88,31576,1992,837,9853
instructions_T28_idx023_x0_16_x1_2_x2_2.qasm,720,61236,29684,66,29014,1772,700,9443
instructions_T28_idx024_x0_16_x1_2_x4_1.qasm,960,72559,35060,110,34187,2228,974,8700
instructions_T28_idx025_x0_16_x1_1_x2_1_x3_1.qasm,2022,144677,69983,264,68223,4268,1939,11242
instructions_T28_idx026_x0_16_x1_1_x5_1.qasm,1088,78335,37797,132,36823,2472,1111,7547
instructions_T28_idx027_x0_16_x2_3.qasm,474,40809,19716,33,19270,1298,492,7117
instructions_T28_idx028_x0_16_x2_1_x4_1.qasm,1310,93538,45160,165,43997,2898,1318,9469
instructions_T28_idx029_x0_16_x3_2.qasm,524,42279,20385,44,19898,1392,560,5987
instructions_T28_idx030_x0_16_x6_1.qasm,716,52162,25105,77,24456,1758,766,5568
instructions_T28_idx031_x0_14_x1_7.qasm,440,44267,21557,22,21127,1180,381,12731
instructions_T28_idx032_x0_14_x1_5_x2_1.qasm,700,60773,29515,66,28861,1676,655,12296
instructions_T28_idx033_x0_14_x1_4_x3_1.qasm,820,66433,32202,88,31447,1904,792,11142
instructions_T28_idx034_x0_14_x1_3_x2_2.qasm,704,60829,29539,66,28885,1684,655,10732
instructions_T28_idx035_x0_14_x1_3_x4_1.qasm,944,72152,34915,110,34058,2140,929,9989
instructions_T28_idx036_x0_14_x1_2_x2_1_x3_1.qasm,2006,144270,69838,264,68094,4180,1894,12531
instructions_T28_idx037_x0_14_x1_2_x5_1.qasm,1072,77928,37652,132,36694,2384,1066,8836
instructions_T28_idx038_x0_14_x1_1_x2_3.qasm,708,60885,29563,66,28909,1692,655,9168
instructions_T28_idx039_x0_14_x1_1_x2_1_x4_1.qasm,2430,167046,80757,330,78660,4992,2307,11774
instructions_T28_idx040_x0_14_x1_1_x3_2.qasm,810,63849,30911,88,30175,1884,791,8051
instructions_T28_idx041_x0_14_x1_1_x6_1.qasm,1204,83761,40415,154,39353,2636,1203,7684
instructions_T28_idx042_x0_14_x2_2_x3_1.qasm,1081,80510,38937,132,37973,2402,1066,8523
instructions_T28_idx043_x0_14_x2_1_x5_1.qasm,1498,103188,49811,198,48500,3200,1479,9941
instructions_T28_idx044_x0_14_x3_1_x4_1.qasm,1655,114266,55184,220,53743,3502,1617,12243
instructions_T28_idx045_x0_14_x7_1.qasm,758,53338,25678,88,25003,1780,789,5685
instructions_T28_idx046_x0_12_x1_8.qasm,424,43860,21412,22,20998,1092,336,14020
instructions_T28_idx047_x0_12_x1_6_x2_1.qasm,684,60366,29370,66,28732,1588,610,13585
instructions_T28_idx048_x0_12_x1_5_x3_1.qasm,804,66026,32057,88,31318,1816,747,12431
instructions_T28_idx049_x0_12_x1_4_x2_2.qasm,688,60422,29394,66,28756,1596,610,12021
instructions_T28_idx050_x0_12_x1_4_x4_1.qasm,928,71745,34770,110,33929,2052,884,11278
instructions_T28_idx051_x0_12_x1_3_x2_1_x3_1.qasm,1990,143863,69693,264,67965,4092,1849,13820
instructions_T28_idx052_x0_12_x1_3_x5_1.qasm,1056,77521,37507,132,36565,2296,1021,10125
instructions_T28_idx053_x0_12_x1_2_x2_3.qasm,692,60478,29418,66,28780,1604,610,10457
instructions_T28_idx054_x0_12_x1_2_x2_1_x4_1.qasm,2414,166639,80612,330,78531,4904,2262,13063
instructions_T28_idx055_x0_12_x1_2_x3_2.qasm,794,63442,30766,88,30046,1796,746,9340
instructions_T28_idx056_x0_12_x1_2_x6_1.qasm,1188,83354,40270,154,39224,2548,1158,8973
instructions_T28_idx057_x0_12_x1_1_x2_2_x3_1.qasm,1994,143919,69717,264,67989,4100,1849,10776
instructions_T28_idx058_x0_12_x1_1_x2_1_x5_1.qasm,2850,189577,91591,396,89175,5740,2675,12310
instructions_T28_idx059_x0_12_x1_1_x3_1_x4_1.qasm,3174,211878,102401,440,99722,6364,2951,14666
instructions_T28_idx060_x0_12_x1_1_x7_1.qasm,1324,89239,43053,176,41907,2808,1295,7823
instructions_T28_idx061_x0_12_x2_4.qasm,427,37342,18105,33,17711,1092,401,8121
instructions_T28_idx062_x0_12_x2_2_x4_1.qasm,1263,90071,43549,165,42438,2692,1227,8993
instructions_T28_idx063_x0_12_x2_1_x3_2.qasm,1091,82909,40179,132,39210,2366,1022,9765
instructions_T28_idx064_x0_12_x2_1_x6_1.qasm,1692,112914,54492,231,53037,3514,1640,10417
instructions_T28_idx065_x0_12_x3_1_x5_1.qasm,1921,128216,61896,264,60255,3954,1847,13076
instructions_T28_idx066_x0_12_x4_2.qasm,529,40308,19454,55,18978,1284,537,5864
instructions_T28_idx067_x0_12_x8_1.qasm,802,54539,26261,99,25561,1806,812,5804
instructions_T28_idx068_x0_10_x1_9.qasm,408,43453,21267,22,20869,1004,291,15309
instructions_T28_idx069_x0_10_x1_7_x2_1.qasm,668,59959,29225,66,28603,1500,565,14874
instructions_T28_idx070_x0_10_x1_6_x3_1.qasm,788,65619,31912,88,31189,1728,702,13720
instructions_T28_idx071_x0_10_x1_5_x2_2.qasm,672,60015,29249,66,28627,1508,565,13310
instructions_T28_idx072_x0_10_x1_5_x4_1.qasm,912,71338,34625,110,33800,1964,839,12567
instructions_T28_idx073_x0_10_x1_4_x2_1_x3_1.qasm,1974,143456,69548,264,67836,4004,1804,15109
instructions_T28_idx074_x0_10_x1_4_x5_1.qasm,1040,77114,37362,132,36436,2208,976,11414
instructions_T28_idx075_x0_10_x1_3_x2_3.qasm,676,60071,29273,66,28651,1516,565,11746
instructions_T28_idx076_x0_10_x1_3_x2_1_x4_1.qasm,2398,166232,80467,330,78402,4816,2217,14352
instructions_T28_idx077_x0_10_x1_3_x3_2.qasm,778,63035,30621,88,29917,1708,701,10629
instructions_T28_idx078_x0_10_x1_3_x6_1.qasm,1172,82947,40125,154,39095,2460,1113,10262
instructions_T28_idx079_x0_10_x1_2_x2_2_x3_1.qasm,1978,143512,69572,264,67860,4012,1804,12065
instructions_T28_idx080_x0_10_x1_2_x2_1_x5_1.qasm,2834,189170,91446,396,89046,5652,2630,13599
instructions_T28_idx081_x0_10_x1_2_x3_1_x4_1.qasm,3158,211471,102256,440,99593,6276,2906,15955
instructions_T28_idx082_x0_10_x1_2_x7_1.qasm,1308,88832,42908,176,41778,2720,1250,9112
instructions_T28_idx083_x0_10_x1_1_x2_4.qasm,680,60126,29297,66,28674,1524,565,10182
instructions_T28_idx084_x0_10_x1_1_x2_2_x4_1.qasm,2402,166289,80491,330,78427,4824,2217,11308
instructions_T28_idx085_x0_10_x1_1_x2_1_x3_2.qasm,2050,151849,73697,264,71925,4156,1807,12038
instructions_T28_idx086_x0_10_x1_1_x2_1_x6_1.qasm,3282,212277,102503,462,99757,6512,3043,12848
instructions_T28_idx087_x0_10_x1_1_x3_1_x5_1.qasm,3754,243082,117401,528,114276,7420,3457,15582
instructions_T28_idx088_x0_10_x1_1_x4_2.qasm,888,66116,32019,110,31234,1916,837,7949
instructions_T28_idx089_x0_10_x1_1_x8_1.qasm,1448,94773,45717,198,44483,2988,1387,7963
instructions_T28_idx090_x0_10_x2_3_x3_1.qasm,1034,77043,37326,132,36414,2196,975,8870
instructions_T28_idx091_x0_10_x2_2_x5_1.qasm,1451,99721,48200,198,46941,2994,1388,9465
instructions_T28_idx092_x0_10_x2_1_x3_1_x4_1.qasm,4723,307469,148570,660,144668,9286,4285,24037
instructions_T28_idx093_x0_10_x2_1_x7_1.qasm,1892,122727,59212,264,57610,3840,1801,10895
instructions_T28_idx094_x0_10_x3_3.qasm,446,35752,17308,44,16909,1068,423,6753
instructions_T28_idx095_x0_10_x3_1_x6_1.qasm,2195,142278,68660,308,66811,4422,2077,13912
instructions_T28_idx096_x0_10_x4_1_x5_1.qasm,2357,153433,74066,330,72088,4734,2215,16222
instructions_T28_idx097_x0_10_x9_1.qasm,848,55771,26857,110,26133,1836,835,5924
instructions_T28_idx098_x0_8_x1_10.qasm,392,43046,21122,22,20740,916,246,16598
instructions_T28_idx099_x0_8_x1_8_x2_1.qasm,652,59552,29080,66,28474,1412,520,16163
instructions_T28_idx100_x0_8_x1_7_x3_1.qasm,772,65212,31767,88,31060,1640,657,15009
instructions_T28_idx101_x0_8_x1_6_x2_2.qasm,656,59608,29104,66,28498,1420,520,14599
instructions_T28_idx102_x0_8_x1_6_x4_1.qasm,896,70931,34480,110,33671,1876,794,13856
instructions_T28_idx103_x0_8_x1_5_x2_1_x3_1.qasm,1958,143049,69403,264,67707,3916,1759,16398
instructions_T28_idx104_x0_8_x1_5_x5_1.qasm,1024,76707,37217,132,36307,2120,931,12703
instructions_T28_idx105_x0_8_x1_4_x2_3.qasm,660,59664,29128,66,28522,1428,520,13035
instructions_T28_idx106_x0_8_x1_4_x2_1_x4_1.qasm,2382,165825,80322,330,78273,4728,2172,15641
instructions_T28_idx107_x0_8_x1_4_x3_2.qasm,762,62628,30476,88,29788,1620,656,11918
instructions_T28_idx108_x0_8_x1_4_x6_1.qasm,1156,82540,39980,154,38966,2372,1068,11551
instructions_T28_idx109_x0_8_x1_3_x2_2_x3_1.qasm,1962,143105,69427,264,67731,3924,1759,13354
instructions_T28_idx110_x0_8_x1_3_x2_1_x5_1.qasm,2818,188763,91301,396,88917,5564,2585,14888
instructions_T28_idx111_x0_8_x1_3_x3_1_x4_1.qasm,3142,211064,102111,440,99464,6188,2861,17244
instructions_T28_idx112_x0_8_x1_3_x7_1.qasm,1292,88425,42763,176,41649,2632,1205,10401
instructions_T28_idx113_x0_8_x1_2_x2_4.qasm,664,59719,29152,66,28545,1436,520,11471
instructions_T28_idx114_x0_8_x1_2_x2_2_x4_1.qasm,2386,165882,80346,330,78298,4736,2172,12597
instructions_T28_idx115_x0_8_x1_2_x2_1_x3_2.qasm,2034,151442,73552,264,71796,4068,1762,13327
instructions_T28_idx116_x0_8_x1_2_x2_1_x6_1.qasm,3266,211870,102358,462,99628,6424,2998,14137
instructions_T28_idx117_x0_8_x1_2_x3_1_x5_1.qasm,3738,242675,117256,528,114147,7332,3412,16871
instructions_T28_idx118_x0_8_x1_2_x4_2.qasm,872,65709,31874,110,31105,1828,792,9238
instructions_T28_idx119_x0_8_x1_2_x8_1.qasm,1432,94366,45572,198,44354,2900,1342,9252
instructions_T28_idx120_x0_8_x1_1_x2_3_x3_1.qasm,1966,143161,69451,264,67755,3932,1759,11132
instructions_T28_idx121_x0_8_x1_1_x2_2_x5_1.qasm,2822,188819,91325,396,88941,5572,2585,11844
instructions_T28_idx122_x0_8_x1_1_x2_1_x3_1_x4_1.qasm,9556,606981,293211,1320,285535,18536,8379,27378
instructions_T28_idx123_x0_8_x1_1_x2_1_x7_1.qasm,3726,235145,113487,528,110411,7308,3411,13386
instructions_T28_idx124_x0_8_x1_1_x3_3.qasm,752,60046,29185,88,28518,1600,655,8827
instructions_T28_idx125_x0_8_x1_1_x3_1_x6_1.qasm,4350,274504,132497,616,128920,8508,3963,16498
instructions_T28_idx126_x0_8_x1_1_x4_1_x5_1.qasm,4684,296947,143363,660,139533,9152,4239,18863
instructions_T28_idx127_x0_8_x1_1_x9_1.qasm,1576,100367,48405,220,47087,3176,1479,8103
instructions_T28_idx128_x0_8_x2_5.qasm,380,33875,16494,33,16152,886,310,9125
instructions_T28_idx129_x0_8_x2_3_x4_1.qasm,1216,86604,41938,165,40879,2486,1136,8986
instructions_T28_idx130_x0_8_x2_2_x3_2.qasm,1044,79442,38568,132,37651,2160,931,9289
instructions_T28_idx131_x0_8_x2_2_x6_1.qasm,1645,109447,52881,231,51478,3308,1549,9941
instructions_T28_idx132_x0_8_x2_1_x3_1_x5_1.qasm,5625,356036,171902,792,167313,10962,5067,25947
instructions_T28_idx133_x0_8_x2_1_x4_2.qasm,1244,89439,43337,165,42258,2542,1137,9997
instructions_T28_idx134_x0_8_x2_1_x8_1.qasm,2098,132621,63968,297,62216,4178,1962,11373
instructions_T28_idx135_x0_8_x3_2_x4_1.qasm,1577,107740,52107,220,50755,3178,1480,11529
instructions_T28_idx136_x0_8_x3_1_x7_1.qasm,2477,156452,75472,352,73415,4906,2307,14748
instructions_T28_idx137_x0_8_x4_1_x6_1.qasm,2713,171856,82922,385,80675,5360,2514,17416
instructions_T28_idx138_x0_8_x5_2.qasm,536,38368,18536,66,18072,1180,514,5742
instructions_T28_idx139_x0_8_x10_1.qasm,896,57030,27465,121,26716,1870,858,6044
instructions_T28_idx140_x0_6_x1_11.qasm,376,42639,20977,22,20611,828,201,17887
instructions_T28_idx141_x0_6_x1_9_x2_1.qasm,636,59145,28935,66,28345,1324,475,17452
instructions_T28_idx142_x0_6_x1_8_x3_1.qasm,756,64805,31622,88,30931,1552,612,16298
instructions_T28_idx143_x0_6_x1_7_x2_2.qasm,640,59201,28959,66,28369,1332,475,15888
instructions_T28_idx144_x0_6_x1_7_x4_1.qasm,880,70524,34335,110,33542,1788,749,15145
instructions_T28_idx145_x0_6_x1_6_x2_1_x3_1.qasm,1942,142642,69258,264,67578,3828,1714,17687
instructions_T28_idx146_x0_6_x1_6_x5_1.qasm,1008,76300,37072,132,36178,2032,886,13992
instructions_T28_idx147_x0_6_x1_5_x2_3.qasm,644,59257,28983,66,28393,1340,475,14324
instructions_T28_idx148_x0_6_x1_5_x2_1_x4_1.qasm,2366,165418,80177,330,78144,4640,2127,16930
instructions_T28_idx149_x0_6_x1_5_x3_2.qasm,746,62221,30331,88,29659,1532,611,13207
instructions_T28_idx150_x0_6_x1_5_x6_1.qasm,1140,82133,39835,154,38837,2284,1023,12840
instructions_T28_idx151_x0_6_x1_4_x2_2_x3_1.qasm,1946,142698,69282,264,67602,3836,1714,14643
instructions_T28_idx152_x0_6_x1_4_x2_1_x5_1.qasm,2802,188356,91156,396,88788,5476,2540,16177
instructions_T28_idx153_x0_6_x1_4_x3_1_x4_1.qasm,3126,210657,101966,440,99335,6100,2816,18533
instructions_T28_idx154_x0_6_x1_4_x7_1.qasm,1276,88018,42618,176,41520,2544,1160,11690
instructions_T28_idx155_x0_6_x1_3_x2_4.qasm,648,59312,29007,66,28416,1348,475,12760
instructions_T28_idx156_x0_6_x1_3_x2_2_x4_1.qasm,2370,165475,80201,330,78169,4648,2127,13886
instructions_T28_idx157_x0_6_x1_3_x2_1_x3_2.qasm,2018,151035,73407,264,71667,3980,1717,14616
instructions_T28_idx158_x0_6_x1_3_x2_1_x6_1.qasm,3250,211463,102213,462,99499,6336,2953,15426
instructions_T28_idx159_x0_6_x1_3_x3_1_x5_1.qasm,3722,242268,117111,528,114018,7244,3367,18160
instructions_T28_idx160_x0_6_x1_3_x4_2.qasm,856,65302,31729,110,30976,1740,747,10527
instructions_T28_idx161_x0_6_x1_3_x8_1.qasm,1416,93959,45427,198,44225,2812,1297,10541
instructions_T28_idx162_x0_6_x1_2_x2_3_x3_1.qasm,1950,142754,69306,264,67626,3844,1714,12421
instructions_T28_idx163_x0_6_x1_2_x2_2_x5_1.qasm,2806,188412,91180,396,88812,5484,2540,13133
